video_id,channelTitle,title,description,tags,publishedAt,duration,definition,caption,viewCount,likeCount,favoriteCount,commentCount
0C8yJcmo3h4,Dogs That,The Power of Permission in Dog Training #11,"Harnessing the power of permission in dog training is the secret of my success. It’s how I can train dogs to the highest levels without the use of intimidation or physical punishment. Sometimes is anytime for a dog, and permissions make the anytime work for us. And it’s not just for training our dogs. We all want our relationships to have equity and trust.

In the episode you'll hear:

• The where, why, and what of permission in dog training.
• What teenagers driving a Lamborghini around a racetrack has to do with your
relationship with your dog.
• Why sometimes is anytime.
• How to start using permission with one easy and fun game.

Resources:
• Blog Post: Why “Choice” is the Critical Key to a Great Dog (ItsYerChoice) - https://susangarrettdogagility.com/2018/06/why-choice-is-the-critical-key-to-a-great-dog/
• Crate Games Online - https://get.crategames.com/
• Blog Post: Retrieve Games - https://susangarrettdogagility.com/2009/08/retrieve-games/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 82 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Our Podcast: https://shapedbydog.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@dogsthat/
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com",,2020-07-15T14:33:54Z,PT15M47S,hd,true,7907,348,0,13
VF_2TRtRpd8,Dogs That,What to Know Before Getting a Puppy or Dog #10,"Do you know anybody who is thinking about getting a new puppy or a dog? Maybe it’s you! There are things to know before you add a canine family. Every dog deserves a great life, and every human being deserves a life with a great dog in it.

In the episode you'll hear:

•Things to know before you get a puppy or dog.
•Where you can save money and where you should never cut costs.
•Why time is vital for your new family member.
•What to research before you get your puppy.

Resources:
• Vlog: Important Whys and Hows of Exercising Our Dogs - https://susangarrettdogagility.com/2019/09/exercising-your-dog/
• Shaped By Dog Podcast Episode 09: How Long Does It Take to Train a Dog? - https://dogsthat.com/podcast/9/
• Susan Garrett’s Dog Training Blog - https://susangarrettdogagility.com/
• Home School the Dog - https://dogsthat.com/home-school/
• Recallers - https://recallers.com/

The high-grade stainless-steel bowls Susan uses are from Basis Pet. Click here: https://geni.us/StainlessBowls for Basis Pet Dog Bowls on Amazon* with all the details.

*Amazon Links Disclosure: As an Amazon Associate I earn from qualifying purchases.
Susan only recommends products she uses herself, and all opinions expressed here are her own. The link above is an affiliate link that, at no additional cost to you, we may earn a small commission if you decide to buy from it. Thank you!

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 82 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Our Podcast: https://shapedbydog.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@dogsthat/
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com",,2020-07-10T18:00:03Z,PT17M4S,hd,true,8136,293,0,20
kRQ7gXO0Ycc,Dogs That,How Long Does It Take to Train a Dog? #9,"When do you consider your dog trained? That’s what we’re talking about in this episode. We’re also looking at why I think “dog training” might be misnamed and what all great relationships have in common. Plus if you ever find yourself furious with your dog, I’ve got one big tip to help!

In the episode you'll hear:

• My answers to the two most common dog training questions asked of me.
• What owning a car has to do with dog training.
• What all great relationships have in common.
• How to turn being puzzled, frustrated or furious with your dog around.

Resources:
• Shaped By Dog Podcast Episode 2: Reinforcement - https://dogsthat.com/podcast/2/
• Blog: What’s a Reward for Your Dog? List of Reinforcers - https://susangarrettdogagility.com/2018/10/reward-list-of-reinforcers/
• Blog: Lurers Anonymous (Luring vs Shaping) - https://susangarrettdogagility.com/2018/11/lurers-anonymous/
• Dr. Ellyn Bader (The Couples Institute) - https://www.couplesinstitute.com/about-us/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 82 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Our Podcast: https://shapedbydog.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@dogsthat/
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com",,2020-07-08T18:04:25Z,PT14M19S,hd,true,4878,255,0,24
Wi5GVinFbgQ,Dogs That,Dog Training Using Recallers Games is Discovering Your Safe Place,"Dog Training Using Recallers Games is Discovering Your Safe Place

Recallers Stories are shared every year by our amazing community. Learn more about Recallers:
https://recallers.com/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 82 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@susangarrettdogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com",,2020-07-07T10:48:53Z,PT2M26S,hd,false,712,19,0,2
UnBgMxpF_UQ,Dogs That,Dog Training Using Recallers Games is Confidence Unleashed,"Dog Training Using Recallers Games is Confidence Unleashed

Recallers Stories are shared every year by our amazing community. Learn more about Recallers:
https://recallers.com/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 82 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@susangarrettdogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com",,2020-07-07T10:48:51Z,PT3M31S,hd,false,930,15,0,0
3KGVnhtXpDw,Dogs That,Dog Training Using Recallers Games is Stealing Moments in Time,"Dog Training Using Recallers Games is Stealing Moments in Time

Recallers Stories are shared every year by our amazing community. Learn more about Recallers:
https://recallers.com/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 82 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@susangarrettdogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com",,2020-07-07T10:48:49Z,PT3M5S,hd,false,509,6,0,1
42q_2YZVDlU,Dogs That,Dog Training Using Recallers Games is Beyond Words,"Dog Training Using Recallers Games is Beyond Words

Recallers Stories are shared every year by our amazing community. Learn more about Recallers:
https://recallers.com/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 82 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@susangarrettdogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com",,2020-07-07T10:48:32Z,PT2M15S,hd,false,680,20,0,0
8G5V13kENxU,Dogs That,Dog Training Using Recallers Games is a Recipe for a Happy Home,"Dog Training Using Recallers Games is a Recipe for a Happy Home

Recallers Stories are shared every year by our amazing community. Learn more about Recallers:
https://recallers.com/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 82 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@susangarrettdogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com",,2020-07-07T10:48:32Z,PT2M52S,hd,false,1348,26,0,0
YjmDulqB7v8,Dogs That,Dog Training Using Recallers Games is Passed Down Through the Generations,"Dog Training Using Recallers Games is Passed Down Through the Generations

Recallers Stories are shared every year by our amazing community. Learn more about Recallers:
https://recallers.com/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 82 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@susangarrettdogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com",,2020-07-07T10:48:32Z,PT3M6S,hd,false,593,14,0,0
bz3DWKmwcSk,Dogs That,Dog Training Using Recallers Games Is Why I Smile,"Dog Training Using Recallers Games is Why I Smile

Recallers Stories are shared every year by our amazing community. Learn more about Recallers:
https://recallers.com/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 82 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@susangarrettdogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com",,2020-07-07T10:48:32Z,PT2M25S,hd,false,1293,23,0,1
cf22BL02g1Y,Dogs That,Dog Training Using Recallers Games is our Passport to Fun,"Dog Training Using Recallers Games is our Passport to Fun

Recallers Stories are shared every year by our amazing community. Learn more about Recallers:
https://recallers.com/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 82 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@susangarrettdogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com",,2020-07-07T10:48:32Z,PT2M5S,hd,false,359,11,0,0
coVa9AFmKWM,Dogs That,Dog Training Using Recallers Games Makes the Impossible Possible,"Dog Training Using Recallers Games Makes the Impossible Possible

Recallers Stories are shared every year by our amazing community. Learn more about Recallers:
https://recallers.com/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 82 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@susangarrettdogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com",,2020-07-07T10:48:32Z,PT2M1S,hd,false,337,8,0,0
ewXDn-DDbJs,Dogs That,Dog Training Using Recallers Games Makes an Impossible Dog (somewhat) Possible,"Dog Training Using Recallers Games Makes an Impossible Dog (somewhat) Possible

Recallers Stories are shared every year by our amazing community. Learn more about Recallers:
https://recallers.com/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 82 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@susangarrettdogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com",,2020-07-07T10:48:32Z,PT2M33S,hd,false,958,20,0,1
gvyoaQfuvVs,Dogs That,Dog Training Using Recallers Games Turns Hubbies Into Dog Trainers,"Dog Training Using Recallers Games Turns Hubbies Into Dog Trainers

Recallers Stories are shared every year by our amazing community. Learn more about Recallers:
https://recallers.com/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 82 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@susangarrettdogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com",,2020-07-07T10:48:32Z,PT1M58S,hd,false,384,22,0,0
n-8R2KobYP8,Dogs That,Dog Training Using Recallers Games helps Achieve Health and Happiness,"Dog Training Using Recallers Games helps Achieve Health and Happiness

Recallers Stories are shared every year by our amazing community. Learn more about Recallers:
https://recallers.com/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 82 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@susangarrettdogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com",,2020-07-07T10:48:32Z,PT2M28S,hd,false,1050,13,0,0
rlCopVv1PDQ,Dogs That,Dog Training Using Recallers Games is a Work in Progress,"Dog Training Using Recallers Games is a Work in Progress

Recallers Stories are shared every year by our amazing community. Learn more about Recallers:
https://recallers.com/

P.S. Subscribe to our YouTube Channel so you get notifications of new videos!  
- - - - - - -

Dogs That is brought to you by Susan Garrett and the Say Yes Dog Training Team. 

Susan Garrett’s interest in animal behaviour started at the University of Guelph where she earned a Bachelor of Science majoring in Animal Science. Since then she has developed into a preeminent dog trainer and canine sports instructor and competitor. Susan is one of the most successful agility competitors of the last three decades. She has won multiple Gold Medals at National or World Championship events with every dog she has ever owned over the past 30 years.
 
A natural teacher and an entertaining speaker, Susan is world renowned as a leading educator of dog trainers. Her understanding of how to apply science-based learning principles to both competitive and family pet dog training has been pivotal in changing how dogs are trained. 

Susan is now helping many thousands of dog owners in 82 countries have the best relationship possible with their dogs. The real joy for her comes from bringing confidence to dogs and their owner through playful interactions and relationship building games that are grounded firmly in the science of how animals learn. 
- - - - - - -

Our Website: https://dogsthat.com
Facebook: https://www.facebook.com/SusanGarrettDogAgility/
Instagram: https://www.instagram.com/SusanGarrettDogsThat/
TikTok: https://www.tiktok.com/@susangarrettdogsthat
LinkedIn: https://www.linkedin.com/company/dogsthat
Pinterest: https://pinterest.ca/dogsthatcom/
Twitter: https://twitter.com/susangarrett

There’s always something new happening at Dogs That, so if you’d like to be the first to know, visit our website, register to receive updates, and we'll keep you in the loop.
https://dogsthat.com",,2020-07-07T10:48:32Z,PT1M34S,hd,false,324,5,0,0
